customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,address,city_id,city_name,state_id,pin_code,city_tier,region_id,occupation,annual_income_inr,customer_segment,product_line,plan_id,acquisition_channel,acquisition_date,tenure_months,customer_status,churn_date
C0012356,Ananya,Shaikh,Female,31-03-1990,36,ananya.shaikh442@yahoo.in,+917024475251,"Villa 252, New Road, Chennai",CT0004,Chennai,ST016,600514,Metro,RG03,Sales Executive,299540.0,Value,OTT Bundles,PL019,Retail Store,30-07-2021,47,Churned,08-07-2025
C0012357,Anjali,Chandran,Female,31-03-1982,44,anjali.chandran260@hotmail.com,+917312186443,"Flat 78, Hill Nagar, Bengaluru",CT0003,Bengaluru,ST015,560276,Metro,RG03,Operations Manager,1681813.0,Premium,Postpaid Mobile,PL010,Online,28-08-2025,2,Churned,14-11-2025
C0012358,Siddharth,Gowda,Male,31-03-1984,42,siddharth.gowda422@hotmail.com,+919126601251,"Shop No. 304, Ashok Sector, Madurai",CT0028,Madurai,ST016,625066,Tier-2,RG03,Data Analyst,1577171.0,Value,Postpaid Mobile,PL007,Field Agent,07-07-2021,42,Churned,14-01-2025
C0012359,Vijay,Banerjee,Male,01-04-1987,39,vijay.banerjee443@outlook.com,+918255368017,"Apartment 31, Garden Phase, Aizawl",CT0067,Aizawl,ST032,796892,Tier-3,RG04,HR Executive,650615.0,Value,Prepaid Mobile,PL004,Retail Store,19-06-2019,43,Churned,09-02-2023
C0012360,Bhavana,Shinde,Female,31-03-2008,18,bhavana.shinde236@outlook.com,+917217585917,"Shop No. 54, Indira Nagar, Kolkata",CT0005,Kolkata,ST022,700626,Metro,RG04,Nurse,585924.0,Mass,Prepaid Mobile,PL002,Retail Store,04-02-2016,56,Churned,20-10-2020
C0012361,Imran,Rastogi,Male,31-03-1981,45,imran.rastogi845@gmail.com,+918601796978,"Flat 320, New Sector, Surat",CT0019,Surat,ST011,395489,Tier-2,RG02,Small Business Owner,1155893.0,Value,Prepaid Mobile,PL005,Online,30-08-2023,31,Active,
C0012362,Ananya,Chopra,Female,31-03-1960,66,ananya.chopra366@rediffmail.com,+919669358112,"Shop No. 5, Subhash Nagar, Hubballi",CT0047,Hubballi,ST015,580421,Tier-3,RG03,Bank Officer,551387.0,Enterprise,IoT Solutions,PL024,Field Agent,21-01-2014,146,Active,
C0012363,Ankit,Reddy,Male,31-03-1996,30,ankit.reddy50@outlook.com,+917159937911,"Shop No. 230, Ashok Layout, Guwahati",CT0024,Guwahati,ST026,781127,Tier-2,RG04,Sales Executive,475725.0,Mass,Prepaid Mobile,PL001,Online,20-04-2025,11,Active,
C0012364,Reyansh,Kulkarni,Male,31-03-2005,21,reyansh.kulkarni363@yahoo.in,+918294932170,"Villa 178, Gandhi Phase, Nashik",CT0030,Nashik,ST010,422648,Tier-2,RG02,Operations Manager,1192191.0,Premium,Postpaid Mobile,PL011,Retail Store,01-01-2014,146,Active,
C0012365,Kavya,Mehrotra,Female,31-03-1997,29,kavya.mehrotra61@yahoo.in,+917329640524,"Villa 19, Vasant Nagar, Thiruvananthapuram",CT0034,Thiruvananthapuram,ST017,695502,Tier-2,RG03,Farmer,249778.0,Mass,Prepaid Mobile,PL001,Referral,02-01-2018,98,Active,
C0012366,Aryan,Nair,Male,31-03-1997,29,aryan.nair246@gmail.com,+916388850102,"Villa 52, Gandhi Colony, Hyderabad",CT0006,Hyderabad,ST019,500192,Metro,RG03,Delivery Partner,305711.0,Mass,Prepaid Mobile,PL002,Referral,14-01-2016,122,Active,
C0012367,Ritika,Joshi,Female,31-03-1982,44,ritika.joshi159@outlook.com,+916941827175,"Plot 61, Vasant Layout, Jodhpur",CT0035,JODHPUR,ST005,342074,Tier-2,RG01,Small Business Owner,1039703.0,Premium,Fiber Broadband,PL018,Online,25-05-2022,46,Active,
C0012368,Lata,Mukherjee,Female,31-03-2002,24,user643_at_mail,+917138385045,"Plot 276, Gandhi Colony, Lucknow",CT0012,Lucknow,ST004,226636,Tier-2,RG01,Data Analyst,585758.0,Enterprise,Enterprise,PL021,Online,2014/01/01,146,Active,
C0012369,Amit,Murthy,Male,01-04-1991,35,amit.murthy408@hotmail.com,+916250301310,"Door No. 321, Janpath Colony, Varanasi",CT0037,Varanasi,ST004,221232,Tier-2,RG01,Homemaker,193383.0,Value,Prepaid Mobile,PL004,Partner/Reseller,17-08-2019,79,Active,
C0012370,Tarun,Nayak,Male,01-04-1975,51,tarun.nayak11@gmail.com,+918157017559,,CT0046,Kollam,ST017,691794,Tier-3,RG03,Doctor,1353735.0,Value,Prepaid Mobile,PL004,Online,05-08-2024,19,Active,
C0012371,Pankaj,Mukherjee,Male,01-04-1987,39,pankaj.mukherjee975@yahoo.in,+917004574568,"Door No. 313, Green Park Cross, Gwalior",CT0048,Gwalior,ST012,474829,Tier-3,RG02,Retail Shopkeeper,597746.0,Premium,Postpaid Mobile,PL011,Online,05-05-2014,142,Active,
C0012372,Anika,Deshmukh,Female,31-03-1992,34,anika.deshmukh659@rediffmail.com,+916138330588,"Door No. 150, Krishna Lane, Vijayawada",CT0029,Vijayawada,ST018,520087,Tier-2,RG03,Data Analyst,,Value,OTT Bundles,PL019,Tele-sales,14-01-2017,110,Active,
C0012373,Vihaan,Bhattacharya,Male,31-03-2008,18,vihaan.bhattacharya95@hotmail.com,+919584088394,"Door No. 266, Lake Lane, Bengaluru",CT0003,Bengaluru,ST015,560588,Metro,RG03,Student,88802.0,Premium,Postpaid Mobile,PL008,Retail Store,26-11-2022,40,Active,
C0012374,Nikhil,Sharma,Male,31-03-1981,45,nikhil.sharma299@gmail.com,+916364131871,"Shop No. 356, Ashok Marg, Imphal",CT0064,Imphal,ST031,795280,Tier-3,RG04,Retired,814764.0,Premium,Postpaid Mobile,PL008,Retail Store,01-08-2017,103,Active,
C0012375,Ananya,Yadav,Female,01-04-1987,39,ananya.yadav507@rediffmail.com,+918774477963,"Shop No. 168, Industrial Cross, Coimbatore",CT0016,Coimbatore,ST016,641618,Tier-2,RG03,Homemaker,24320.0,Enterprise,Enterprise,PL021,Online,10-04-2023,35,Active,
C0012376,Tarun,Mohanty,Male,31-03-1978,48,tarun.mohanty816@outlook.com,+916729677717,"House No. 197, Industrial Phase, Nagpur",CT0015,Nagpur,ST010,440270,Tier-2,RG02,Doctor,,Value,Prepaid Mobile,PL003,Field Agent,19-03-2021,60,Active,
C0012377,Nikhil,Mehta,Male,31-03-1988,38,nikhil.mehta286@rediffmail.com,+917522929633,"Villa 355, Park View Road, Mysuru",CT0027,Mysuru,ST015,570608,Tier-2,RG03,Retired,350389.0,Premium,Prepaid Mobile,PL006,Retail Store,24-11-2021,52,Active,
C0012378,Ananya,Gaikwad,Female,01-04-1987,39,ananya.gaikwad615@rediffmail.com,+919163681212,"Apartment 352, Janpath Sector, Lucknow",CT0012,Lucknow,ST004,226202,Tier-2,RG01,Marketing Manager,848478.0,Premium,Fiber Broadband,PL016,Online,27-08-2023,31,Active,
C0012379,Varun,Banerjee,Male,31-03-1982,44,varun.banerjee419@rediffmail.com,+916304683311,"Villa 384, Subhash Lane, Vijayawada",CT0029,Vijayawada,ST018,520315,Tier-2,RG03,Self Employed,891893.0,Premium,Fiber Broadband,PL017,Online,04-01-2020,74,Active,
C0012380,Gaurav,Nayak,Male,31-03-1998,28,gaurav.nayak981@yahoo.in,+918480872605,"Apartment 254, Model Town Nagar, Mysuru",CT0027,Mysuru,ST015,570174,Tier-2,RG03,Small Business Owner,2072412.0,Value,Fiber Broadband,PL015,Retail Store,16-09-2021,54,Active,
C0012381,Vijay,Aggarwal,Male,31-03-1988,38,vijay.aggarwal424@yahoo.in,+917918108667,"House No. 139, Hill Nagar, Warangal",CT0043,Warangal,ST019,506442,Tier-3,RG03,Marketing Manager,1524963.0,Value,Prepaid Mobile,PL005,App Self-Service,01-01-2014,146,Active,
C0012382,Navya,Mohanty,Female,31-03-2008,18,navya.mohanty687@yahoo.in,+919431504910,"Door No. 130, Shivaji Sector, Jodhpur",CT0035,Jodhpur,ST005,342882,Tier-2,RG01,Student,80396.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,19-08-2024,19,Active,
C0012383,Navya,Sarkar,Female,01-04-1987,39,navya.sarkar247@yahoo.in,+919038164355,"Door No. 337, Rajaji Road, Thiruvananthapuram",CT0034,Thiruvananthapuram,ST017,7889,Tier-2,RG03,Bank Officer,1025299.0,Premium,Postpaid Mobile,PL008,Partner/Reseller,19-06-2018,93,Active,
C0012384,Nikhil,Mehrotra,Male,31-03-1990,36,nikhil.mehrotra41@hotmail.com,+916977700462,"Villa 67, Rajaji Colony, Ludhiana",CT0031,Ludhiana,ST003,141212,Tier-2,RG01,Doctor,2307343.0,Premium,Postpaid Mobile,PL008,Retail Store,07-11-2023,28,Active,
C0012385,Krishna,Kammela,Male,01-04-1983,43,krishna.kammela173@hotmail.com,+918523191092,"House No. 285, Rajaji Colony, Gurugram",CT0009,Gurugraam,ST002,122787,Metro,RG01,Data Analyst,585878.0,Mass,Prepaid Mobile,PL001,Retail Store,07-05-2020,46,Churned,13-03-2024
C0012386,Neha,Malhotra,Female,31-03-2008,18,neha.malhotra655@outlook.com,+919497189102,"Flat 269, Rajaji Layout, Bhopal",CT0014,Bhopal,ST012,462598,Tier-2,RG02,Bank Officer,981333.0,Premium,Postpaid Mobile,PL010,Retail Store,10-05-2022,46,Active,
C0012387,Myra,Ahmed,Female,01-04-1979,47,myra.ahmed249@gmail.com,+919614387023,"Shop No. 196, Model Town Nagar, Hyderabad",CT0006,Hyderabad,ST019,500168,Metro,RG03,Homemaker,90706.0,Premium,Postpaid Mobile,PL008,Online,02-10-2023,0,Churned,08-10-2023
C0012388,Tanvi,Saxena,Female,01-04-1995,31,tanvi.saxena509@rediffmail.com,+918211607779,"Apartment 370, Model Town Marg, Bhubaneswar",CT0022,Bhubaneswar,ST023,751159,Tier-2,RG04,Sales Executive,287335.0,Premium,Fiber Broadband,PL017,Retail Store,01-01-2014,146,Active,
C0012389,Sirisha,Bhattacharya,Female,31-03-1981,45,sirisha.bhattacharya242@rediffmail.com,+919801828358,"Shop No. 373, Model Town Colony, Aizawl",CT0067,Aizawl,ST032,796570,Tier-3,RG04,Retired,307212.0,Value,Prepaid Mobile,PL003,Online,16-06-2021,38,Churned,22-08-2024
C0012390,Rajesh,Hussain,Male,31-03-1994,32,rajesh.hussain387@yahoo.in,+918780161073,"House No. 105, Nehru Road, Panaji",CT0063,Panaji,ST013,403819,Tier-3,RG02,Auto/Cab Driver,298707.0,Premium,Prepaid Mobile,PL006,Retail Store,15-11-2022,40,Active,
C0012391,Ayesha,Chauhan,Female,31-03-1993,33,ayesha.chauhan781@rediffmail.com,+916501365994,"House No. 7, Garden Cross, Aizawl",CT0067,Aizawl,ST032,796094,Tier-3,RG04,Government Employee,563497.0,Premium,Fiber Broadband,PL017,Referral,01-01-2014,146,Active,
C0012392,Aarav,Solanki,Male,01-04-1983,43,aarav.solanki857@gmail.com,+918909469811,"Villa 331, Rajaji Street, Madurai",CT0028,Madurai,ST016,625930,Tier-2,RG03,Sales Executive,525968.0,Value,Prepaid Mobile,PL003,Retail Store,2024/07/30,4,Churned,24-12-2024
C0012393,Kavitha,Joshi,Female,31-03-1993,33,kavitha.joshi714@yahoo.in,+917823101261,"Flat 399, Patel Phase, Ahmedabad",CT0008,Ahmedabad,ST011,380335,Metro,RG02,Data Analyst,1139792.0,Value,Prepaid Mobile,PL005,Online,15-10-2016,113,Active,
C0012394,Yash,Mukherjee,Male,01-04-2003,23,yash.mukherjee261@hotmail.com,+917554444619,"House No. 381, Subhash Cross, Kollam",CT0046,Kollam,ST017,691447,Tier-3,RG03,Delivery Partner,412663.0,Value,Prepaid Mobile,PL005,Referral,26-08-2023,31,Active,
C0012395,Riya,Jadhav,Female,31-03-1964,62,riya.jadhav79@rediffmail.com,+919587521474,"House No. 307, Vivekananda Street, Kanpur",CT0036,Kanpur,ST004,208568,Tier-2,RG01,Small Business Owner,1085171.0,Mass,Prepaid Mobile,PL002,Retail Store,16-05-2019,82,Active,
C0012396,Padma,Murthy,Female,01-04-1979,47,padma.murthy957@gmail.com,+916313436548,"Door No. 312, Model Town Street, Guwahati",CT0024,Guwahati,ST026,781378,Tier-2,RG04,Retail Shopkeeper,801120.0,Enterprise,Enterprise,PL022,Retail Store,18-02-2016,121,Active,
C0012397,Imran,Gowda,Male,31-03-1997,29,imran.gowda693@hotmail.com,+919775951285,"Plot 110, Tilak Nagar, Kolkata",CT0005,Kolkata,ST022,700732,Metro,RG04,Bank Officer,1373396.0,Value,Prepaid Mobile,PL005,Online,01-01-2014,146,Active,
C0012398,Ritika,Syed,Female,31-03-2004,22,ritika.syed686@hotmail.com,+919613704020,"Shop No. 153, Garden Phase, Lucknow",CT0012,Lucknow,ST004,226226,Tier-2,RG01,Factory Worker,374630.0,Premium,5G,PL014,Online,11-12-2024,4,Churned,14-04-2025
C0012399,Ayaan,Chopra,Male,31-03-2001,25,ayaan.chopra509@rediffmail.com,+918457424026,"Apartment 8, Janpath Colony, Jabalpur",CT0049,Jabalpur,ST012,482978,Tier-3,RG02,Doctor,1242596.0,Value,OTT Bundles,PL019,Retail Store,05-06-2018,93,Active,
C0012400,Srinivas,Joshi,Male,31-03-1988,38,srinivas.joshi483@rediffmail.com,+919238031165,"Shop No. 235, Garden Phase, Bhubaneswar",CT0022,Bhubaneswar,ST023,751992,Tier-2,RG04,School Teacher,543948.0,Value,Prepaid Mobile,PL003,Referral,16-06-2019,81,Active,
C0012401,Lata,Saha,Female,31-03-2008,18,lata.saha311@gmail.com,181,"Door No. 353, Ashok Lane, Jodhpur",CT0035,Jodhpur,ST005,342264,Tier-2,RG01,Government Employee,393199.0,Premium,Prepaid Mobile,PL006,Online,10-12-2021,51,Active,
C0012402,Aditya,Borah,Male,31-03-1985,41,aditya.borah748@outlook.com,+918073313669,"Plot 217, MG Lane, Ranchi",CT0025,Ranchi,ST025,834476,Tier-2,RG04,Sales Executive,719772.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,25-01-2015,134,Active,
C0012403,Srinivas,Bose,Male,01-04-1999,27,srinivas.bose257@rediffmail.com,+917679364768,"Door No. 10, Garden Layout, Hyderabad",CT0006,Hyderabad,ST019,500622,Metro,RG03,Data Analyst,740573.0,Enterprise,IoT Solutions,PL023,Retail Store,27-10-2025,5,Active,
C0012404,Aditya,Yadav,Male,01-04-1959,67,,+919999260299,"Villa 10, Nehru Sector, Gwalior",CT0048,Gwalior,ST012,474850,Tier-3,RG02,Chartered Accountant,1853569.0,Mass,Prepaid Mobile,PL002,Retail Store,04-11-2025,1,Churned,26-12-2025
C0012405,Aryan,Ahmed,Male,31-03-1986,40,aryan.ahmed566@rediffmail.com,+919629265220,"House No. 194, Gandhi Street, Noida",CT0010,Noida,ST004,201445,Metro,RG01,Sales Executive,741906.0,Premium,Prepaid Mobile,PL006,Field Agent,08-05-2016,118,Active,
C0012406,Rohan,Reddy,Male,31-03-2004,22,rohan.reddy147@outlook.com,+919883161032,"Shop No. 190, Rajaji Street, Gurugram",CT0009,Gurugram,ST002,122126,Metro,RG01,HR Executive,553285.0,Value,Prepaid Mobile,PL005,Online,01-01-2014,146,Active,
C0012407,Yash,Chatterjee,Male,31-03-1981,45,yash.chatterjee322@gmail.com,+917082387418,"Villa 212, New Layout, Surat",CT0019,Surat,ST011,395566,Tier-2,RG02,Chartered Accountant,1422344.0,Premium,OTT Bundles,PL020,Field Agent,01-04-2017,107,Active,
C0012408,Rahul,Dubey,Male,01-04-2003,23,rahul.dubey669@rediffmail.com,+918259170956,"Shop No. 203, Nehru Colony, Bilaspur",CT0059,Bilaspur,ST027,495423,Tier-3,RG04,Homemaker,115748.0,Mass,Prepaid Mobile,PL002,Tele-sales,16-01-2016,122,Active,
C0012409,Praveen,Hussain,Male,31-03-1982,44,praveen.hussain169@outlook.com,+919664433422,"Door No. 4, Nehru Road, Amritsar",CT0032,Amritsar,ST003,5693,Tier-2,RG01,Small Business Owner,1123465.0,Premium,5G,PL014,Referral,21-03-2021,43,Churned,27-10-2024
C0012410,Sita,Bhosale,Female,31-03-1984,42,sita.bhosale421@outlook.com,+917392153037,"Apartment 327, Lake Nagar, Surat",CT0019,Surat,ST011,395603,Tier-2,RG02,Student,85019.0,Enterprise,IoT Solutions,PL023,Online,11-03-2017,108,Active,
C0012411,Krishna,Verma,Male,31-03-1986,40,,+918584379417,"Villa 196, Garden Marg, Thiruvananthapuram",CT0034,Thiruvananthapuram,ST017,695600,Tier-2,RG03,Nurse,454307.0,Premium,Fiber Broadband,PL017,Retail Store,01-09-2021,54,Active,
C0012412,Ananya,Banerjee,Female,31-03-1988,38,ananya.banerjee664@hotmail.com,+919002220704,"Door No. 384, New Phase, Hubballi",CT0047,Hubballi,ST015,580855,Tier-3,RG03,Factory Worker,,Premium,Fiber Broadband,PL018,Field Agent,10-04-2015,131,Active,
C0012413,Rahul,Hegde,Male,31-03-1997,29,rahul.hegde595@yahoo.in,+918832775373,"House No. 368, Subhash Road, Udaipur",CT0060,Udaipur,ST005,313635,Tier-3,RG01,Factory Worker,440697.0,Value,Prepaid Mobile,PL005,Retail Store,21-06-2023,33,Active,
C0012414,Rahul,Naidu,Male,31-03-1992,34,rahul.naidu887@rediffmail.com,+919184031978,"Door No. 342, Krishna Sector, Ranchi",CT0025,Ranchi,ST025,834982,Tier-2,RG04,Student,114483.0,Value,Prepaid Mobile,PL003,Online,15-06-2024,12,Churned,11-07-2025
C0012415,Akash,Gowda,Male,31-03-1996,30,akash.gowda295@rediffmail.com,+919220220984,"Plot 124, Civil Lines Nagar, Madurai",CT0028,Madurai,ST016,625704,Tier-2,RG03,Bank Officer,731527.0,Premium,Prepaid Mobile,PL006,Online,28-01-2015,134,Active,
C0012416,Deepa,Thakkar,Female,31-03-1989,37,,+917984838408,"Flat 47, MG Lane, Guwahati",CT0024,Guwahati,ST026,781854,Tier-2,RG04,Retail Shopkeeper,631015.0,Value,Prepaid Mobile,PL003,Online,07-10-2024,0,Churned,23-10-2024
C0012417,Venkat,Pawar,Male,31-03-1998,28,venkat.pawar178@hotmail.com,+919383856625,"Plot 204, Subhash Colony, Nashik",CT0030,Nashik,ST010,422970,Tier-2,RG02,Software Engineer,1773432.0,Premium,Postpaid Mobile,PL011,Retail Store,29-10-2018,89,Active,
C0012418,Sana,Das,Female,01-04-1987,39,sana.das811@yahoo.in,+916639152560,"House No. 284, Industrial Street, Chennai",CT0004,Chennai,ST016,600610,Metro,RG03,Freelancer,492360.0,Premium,5G,PL014,Referral,14-03-2023,36,Active,
C0012419,Tarun,Nayak,Male,31-03-1972,54,tarun.nayak332@rediffmail.com,+916159940368,,CT0021,Patna,ST024,800082,Tier-2,RG04,Retired,196992.0,Premium,OTT Bundles,PL020,Partner/Reseller,02-07-2021,56,Active,
C0012420,Aryan,Bansal,Male,31-03-1972,54,aryan.bansal690@yahoo.in,+916309529184,"Plot 194, Civil Lines Colony, Bengaluru",CT0003,Bengaluru,ST015,560985,Metro,RG03,Chartered Accountant,1968135.0,Enterprise,Enterprise,PL021,Field Agent,04-04-2019,51,Churned,30-07-2023
C0012421,Amit,Iyer,Male,31-03-1970,56,amit.iyer66@yahoo.in,+916135792633,"Villa 252, Nehru Street, Ajmer",CT0040,Ajmer,ST005,305858,Tier-3,RG01,Data Analyst,1173451.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,20-02-2018,97,Active,
C0012422,Vijay,Das,Male,31-03-1998,28,vijay.das535@rediffmail.com,+919517132245,"House No. 34, Vasant Sector, Bhubaneswar",CT0022,Bhubaneswar,ST023,751684,Tier-2,RG04,Software Engineer,1390978.0,Premium,Postpaid Mobile,PL011,Partner/Reseller,01-01-2014,146,Active,
C0012423,Deepak,Desai,Male,01-04-1991,35,deepak.desai795@yahoo.in,+917338413127,"Apartment 264, Lakshmi Lane, Chennai",CT0004,Chennai,ST016,600520,Metro,RG03,Operations Manager,1563263.0,Value,Prepaid Mobile,PL005,Online,17-06-2018,93,Active,
C0012424,Manish,Patel,Male,31-03-1988,38,manish.patel966@outlook.com,+916143020519,"Apartment 267, Old Colony, Vijayawada",CT0029,Vijayawada,ST018,520729,Tier-2,RG03,Government Employee,392164.0,Value,Prepaid Mobile,PL004,App Self-Service,08-08-2023,31,Active,
C0012425,Rekha,Sahoo,Female,31-03-2005,21,rekha.sahoo658@rediffmail.com,+917504365292,,CT0041,Belagavi,ST015,590557,Tier-3,RG03,Chartered Accountant,,Mass,Prepaid Mobile,PL002,Referral,13-07-2014,26,Churned,12-09-2016
C0012426,Deepa,Subramanian,Female,01-04-1987,39,deepa.subramanian145@gmail.com,+917785000954,"Flat 372, Lake Marg, Chennai",CT0004,Chennai,ST016,600995,Metro,RG03,Factory Worker,,Premium,5G,PL012,Retail Store,07-10-2019,77,Active,
C0012427,Anita,Joshi,Female,01-04-1971,55,,+917906271106,"House No. 135, Janpath Street, Udaipur",CT0060,Udaipur,ST005,313360,Tier-3,RG01,Retired,560299.0,Premium,Postpaid Mobile,PL008,Retail Store,13-05-2014,142,Active,
C0012428,Isha,Sarkar,Female,01-04-1999,27,isha.sarkar251@outlook.com,+916016228191,"Door No. 175, Nehru Phase, Dehradun",CT0033,Dehradun,ST006,248153,Tier-2,RG01,Retired,475811.0,Mass,Prepaid Mobile,PL002,Partner/Reseller,16-08-2021,55,Active,
C0012429,Aishwarya,Kulkarni,Female,01-04-1967,59,aishwarya.kulkarni989@rediffmail.com,+916518386873,"Villa 116, Rajaji Phase, Ranchi",CT0025,Ranchi,ST025,834929,Tier-2,RG04,Retail Shopkeeper,557638.0,Premium,5G,PL014,Referral,28-10-2018,89,Active,
C0012430,Ishaan,Deshmukh,Male,01-04-1991,35,ishaan.deshmukh769@hotmail.com,+918967591977,"Apartment 124, MG Nagar, Jaipur",CT0011,Jaipur,ST005,302712,Tier-2,RG01,Freelancer,1411123.0,Value,Postpaid Mobile,PL007,Retail Store,26-05-2023,34,Active,
C0012431,Isha,Pradhan,Female,31-03-1997,29,isha.pradhan859@outlook.com,+917788744574,"Flat 153, Patel Cross, Varanasi",CT0037,Varanasi,ST004,221496,Tier-2,RG01,Lawyer,508754.0,Value,Prepaid Mobile,PL004,Retail Store,22-07-2024,0,Churned,27-07-2024
C0012432,Vihaan,Sheikh,Male,31-03-1980,46,vihaan.sheikh881@outlook.com,+917250343369,"Plot 72, Subhash Phase, Chennai",CT0004,Chennai,ST016,600701,Metro,RG03,Self Employed,546969.0,Value,Prepaid Mobile,PL005,Tele-sales,16-11-2015,124,Active,
C0012433,Mohit,Kammela,Male,31-03-1981,45,mohit.kammela528@rediffmail.com,+918229255018,"Plot 385, New Colony, Gurugram",CT0009,Gurugram,ST002,122551,Metro,RG01,Nurse,420508.0,Premium,Prepaid Mobile,PL006,Retail Store,16-11-2021,52,Active,
C0012434,Srinivas,Bansal,Male,01-04-1979,47,user338_at_mail,73891,"Shop No. 38, Indira Nagar, Varanasi",CT0037,Varanasi,ST004,221666,Tier-2,RG01,HR Executive,367014.0,Premium,Postpaid Mobile,PL009,Partner/Reseller,13-08-2017,103,Active,
C0012435,Naveen,Sheikh,Male,01-04-1979,47,naveen.sheikh949@hotmail.com,+918769675770,"House No. 214, Old Marg, Aizawl",CT0067,Aizawl,ST032,796574,Tier-3,RG04,Delivery Partner,410611.0,Value,Prepaid Mobile,PL004,Retail Store,20-05-2014,142,Active,
C0012436,Geeta,Hegde,Female,01-04-1987,39,geeta.hegde813@gmail.com,+917247124256,"Shop No. 333, Industrial Street, Hyderabad",CT0006,Hyderabad,ST019,500350,Metro,RG03,Police Officer,934067.0,Enterprise,IoT Solutions,PL023,Online,08-05-2025,10,Active,
C0012437,Nikhil,Yadav,Male,01-04-2007,19,nikhil.yadav554@rediffmail.com,+918833129581,"House No. 78, Model Town Layout, Panaji",CT0063,Panaji,ST013,403322,Tier-3,RG02,Nurse,612200.0,Premium,Prepaid Mobile,PL006,Partner/Reseller,22-09-2019,78,Active,
C0012438,Kavitha,Chandran,Female,01-04-1987,39,kavitha.chandran882@hotmail.com,+916729109452,"Shop No. 390, MG Phase, Jammu",CT0062,Jammu,ST008,180874,Tier-3,RG01,Lawyer,569862.0,Mass,Prepaid Mobile,PL001,Online,28-02-2025,13,Active,
C0012439,Aditya,Pillai,Male,31-03-1992,34,aditya.pillai595@gmail.com,+916699581665,"Flat 89, Lake Marg, Nagpur",CT0015,Nagpur,ST010,440828,Tier-2,RG02,Operations Manager,1539039.0,Value,Prepaid Mobile,PL004,Online,04-11-2015,124,Active,
C0012440,Naveen,Deshmukh,Male,31-03-1992,34,naveen.deshmukh76@hotmail.com,+916532035892,"Shop No. 390, Garden Colony, Gurugram",CT0009,Gurugram,ST002,122758,Metro,RG01,Police Officer,920079.0,Value,Prepaid Mobile,PL003,Retail Store,15-01-2015,75,Churned,22-04-2021
C0012441,Akash,Banerjee,Male,01-04-1999,27,akash.banerjee377@hotmail.com,+919675163584,"Apartment 266, Old Street, Bhubaneswar",CT0022,Bhubaneswar,ST023,751003,Tier-2,RG04,Delivery Partner,233152.0,Mass,Prepaid Mobile,PL001,Partner/Reseller,10-05-2025,4,Churned,29-09-2025
C0012442,Anjali,Bansal,Female,01-04-2007,19,anjali.bansal564@yahoo.in,+919607789074,"Flat 361, Janpath Nagar, Raipur",CT0026,Raipur,ST027,492822,Tier-2,RG04,Small Business Owner,,Mass,Prepaid Mobile,PL002,Referral,17-09-2016,114,Active,
C0012443,Aishwarya,Khanna,Female,31-03-1982,44,aishwarya.khanna145@hotmail.com,+917179961315,"House No. 105, Shivaji Lane, Chennai",CT0004,Chennaai,ST016,600285,Metro,RG03,Operations Manager,1086683.0,Premium,Fiber Broadband,PL018,Online,11-12-2024,15,Active,
C0012444,Harish,Khan,Male,31-03-1992,34,harish.khan421@outlook.com,+918148572988,"Flat 249, Old Layout, Ludhiana",CT0031,Ludhiana,ST003,141410,Tier-2,RG01,Freelancer,1222092.0,Value,OTT Bundles,PL019,Retail Store,30-10-2017,100,Active,
C0012445,Devansh,Gupta,Male,31-03-1980,46,devansh.gupta288@yahoo.in,+916666199127,"Shop No. 265, Tilak Street, Varanasi",CT0037,Varanasi,ST004,1980,Tier-2,RG01,Delivery Partner,258237.0,Premium,5G,PL013,Retail Store,06-12-2023,27,Active,
C0012446,Praveen,Chatterjee,Male,31-03-2008,18,praveen.chatterjee928@gmail.com,+916338871648,"Plot 325, Vasant Street, Bhopal",CT0014,Bhopal,ST012,462096,Tier-2,RG02,HR Executive,373446.0,Value,Postpaid Mobile,PL007,Online,17-11-2017,100,Active,
C0012447,Vikram,Rastogi,Male,31-03-1992,34,vikram.rastogi912@gmail.com,+918230289670,"Apartment 162, Model Town Phase, Vijayawada",CT0029,Vijayawada,ST018,520367,Tier-2,RG03,Retired,872803.0,Premium,5G,PL014,Referral,04-02-2021,61,Active,
C0012448,Sunita,More,Female,31-03-1996,30,sunita.more668@rediffmail.com,+917490416067,"Flat 149, Tilak Phase, Hubballi",CT0047,Hubbaalli,ST015,580429,Tier-3,RG03,Small Business Owner,2336084.0,Premium,Prepaid Mobile,PL006,Retail Store,01-01-2014,146,Active,
C0012449,Rahul,Bhardwaj,Male,31-03-1997,29,rahul.bhardwaj275@yahoo.in,+917201606308,"Shop No. 231, Lake Sector, Bikaner",CT0051,Bikaner,ST005,334294,Tier-3,RG01,Marketing Manager,1767155.0,Value,Prepaid Mobile,PL004,Online,17-10-2025,5,Churned,25-03-2026
C0012450,Tarun,Rastogi,Male,31-03-1965,61,tarun.rastogi912@hotmail.com,+918381436555,"Villa 178, New Cross, Ranchi",CT0025,Ranchi,ST025,834513,Tier-2,RG04,Retail Shopkeeper,846641.0,Value,Prepaid Mobile,PL003,Online,19-05-2024,18,Churned,28-11-2025
